question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3,category,difficulty,topic,source
Quelle cause fréquente ralentit une requête sur grosse table ?,Absence d'index sur une colonne filtrée,Trop peu de colonnes,Un nom de table court,Une clause LIMIT,SQL,medium,sql_security_perf,Web Dev & IA Quiz
Pourquoi SELECT * peut nuire à la performance ?,Il récupère parfois des colonnes inutiles,Il empêche tous les index,Il force un DELETE,Il ignore WHERE,SQL,medium,sql_security_perf,Web Dev & IA Quiz
Pourquoi un JOIN mal maîtrisé peut être coûteux ?,Il peut multiplier beaucoup de lignes,Il supprime automatiquement les doublons,Il évite toute lecture disque,Il transforme les colonnes en JSON,SQL,medium,sql_security_perf,Web Dev & IA Quiz
Quel problème ressemble à beaucoup de petites requêtes répétées ?,N+1 queries,SQL injection,Dead column,Index cascade,SQL,medium,sql_security_perf,Web Dev & IA Quiz
Pourquoi paginer une grande liste ?,Pour éviter de charger trop de données à la fois,Pour supprimer les index,Pour éviter WHERE,Pour transformer les lignes en colonnes,SQL,easy,sql_security_perf,Web Dev & IA Quiz
Quel risque existe avec une transaction très longue ?,Elle peut bloquer des ressources plus longtemps,Elle accélère tous les utilisateurs,Elle supprime les index,Elle rend les données publiques,SQL,hard,sql_security_perf,Web Dev & IA Quiz
Qu'est-ce qu'un verrou en base de données ?,Un mécanisme empêchant certains accès concurrents incompatibles,Une clé API,Une colonne unique,Un fichier de logs,SQL,hard,sql_security_perf,Web Dev & IA Quiz
Pourquoi surveiller les requêtes lentes ?,Pour détecter les problèmes de performance réels,Pour supprimer les anciennes tables automatiquement,Pour remplacer les tests,Pour éviter les sauvegardes,SQL,medium,sql_security_perf,Web Dev & IA Quiz
Quelle bonne pratique protège les données sensibles ?,Limiter l'accès et éviter de les sélectionner inutilement,Les afficher dans tous les logs,Les stocker en clair partout,Les dupliquer dans toutes les tables,SQL,hard,sql_security_perf,Web Dev & IA Quiz
Pourquoi éviter de logger des données sensibles issues de SQL ?,Les logs peuvent être consultés ou fuiter,Les logs sont toujours privés,SQL chiffre automatiquement les logs,Les logs n'existent pas en production,SQL,hard,sql_security_perf,Web Dev & IA Quiz
Quelle sauvegarde protège contre une perte de données ?,Un backup régulier et testé,Un index unique,Une requête SELECT,Une pagination,SQL,easy,sql_security_perf,Web Dev & IA Quiz
Pourquoi tester une restauration de backup ?,Un backup non restaurable ne protège pas vraiment,Cela accélère les requêtes,Cela crée des index,Cela remplace les contraintes,SQL,medium,sql_security_perf,Web Dev & IA Quiz
Que signifie ACID pour une base relationnelle ?,Des propriétés de fiabilité des transactions,Un format de requête,Un type d'index,Un langage front-end,SQL,hard,sql_security_perf,Web Dev & IA Quiz
Quelle propriété ACID garantit qu'une transaction réussit entièrement ou pas du tout ?,Atomicité,Isolation,Durabilité,Cohérence visuelle,SQL,hard,sql_security_perf,Web Dev & IA Quiz
Quelle propriété ACID concerne les transactions concurrentes ?,Isolation,Atomicité,Pagination,Indexation CSS,SQL,hard,sql_security_perf,Web Dev & IA Quiz
Pourquoi analyser les cardinalités dans une requête ?,Pour comprendre combien de lignes sont concernées,Pour choisir les couleurs d'un dashboard,Pour éviter les clés primaires,Pour convertir des dates,SQL,hard,sql_security_perf,Web Dev & IA Quiz
Quel risque existe avec des permissions SQL trop larges ?,Une erreur de code peut modifier trop de données,Les requêtes deviennent plus précises,Les utilisateurs voient moins de données,Les tables se normalisent,SQL,medium,sql_security_perf,Web Dev & IA Quiz
Pourquoi utiliser des migrations plutôt que modifier la base sans trace ?,Pour versionner et partager les changements de schéma,Pour éviter d'écrire SQL,Pour supprimer les contraintes,Pour cacher les changements,SQL,medium,sql_security_perf,Web Dev & IA Quiz
Quel réflexe adopter avant une opération destructive en production ?,"Vérifier le filtre, sauvegarder et tester la requête",Désactiver tous les index,Utiliser DELETE sans WHERE,Faire la requête directement,SQL,hard,sql_security_perf,Web Dev & IA Quiz
Pourquoi limiter le temps d'exécution de certaines requêtes ?,Pour éviter qu'une requête bloque trop longtemps les ressources,Pour empêcher tous les SELECT,Pour supprimer les doublons,Pour remplacer les index,SQL,hard,sql_security_perf,Web Dev & IA Quiz
Pourquoi surveiller la taille des tables ?,La croissance peut impacter les performances et le stockage,Les tables trop grandes se suppriment,SQL refuse plus de mille lignes,Les index disparaissent,SQL,medium,sql_security_perf,Web Dev & IA Quiz
Quel avantage a une requête préparée en plus de la sécurité ?,Elle peut aider à réutiliser un plan d'exécution,Elle transforme SQL en HTML,Elle supprime les transactions,Elle force SELECT *,SQL,hard,sql_security_perf,Web Dev & IA Quiz
Pourquoi éviter les droits DROP TABLE pour un utilisateur applicatif standard ?,Pour limiter le risque de suppression accidentelle ou malveillante,Pour rendre les SELECT plus rapides,Pour empêcher les JOIN,Pour autoriser les injections,SQL,hard,sql_security_perf,Web Dev & IA Quiz
Pourquoi chiffrer certaines données sensibles au repos ?,Pour réduire l'impact d'une fuite de stockage,Pour accélérer les requêtes LIKE,Pour supprimer les index,Pour empêcher les doublons,SQL,hard,sql_security_perf,Web Dev & IA Quiz
Quel outil permet de suivre l'historique des modifications d'un projet ?,Git,GitHub,VS Code,Terminal,Git,easy,git_basics,Web Dev & IA Quiz
Quelle commande affiche l'état actuel des fichiers dans Git ?,git status,git state,git check,git files,Git,easy,git_basics,Web Dev & IA Quiz
Quelle commande initialise un dépôt Git dans un dossier ?,git init,git start,git create,git new,Git,easy,git_basics,Web Dev & IA Quiz
Quelle commande ajoute un fichier à la zone de staging ?,git add,git save,git stage-file,git prepare,Git,easy,git_basics,Web Dev & IA Quiz
Quelle commande enregistre les changements préparés dans l'historique local ?,git commit,git save,git snapshot,git record,Git,easy,git_basics,Web Dev & IA Quiz
Quelle option ajoute un message au commit ?,-m,-message,--text,--name,Git,easy,git_basics,Web Dev & IA Quiz
Quelle commande affiche l'historique des commits ?,git log,git history,git commits,git timeline,Git,easy,git_basics,Web Dev & IA Quiz
Quelle commande montre les différences non préparées ?,git diff,git changes,git compare,git delta,Git,easy,git_basics,Web Dev & IA Quiz
Quelle commande montre les fichiers suivis et non suivis selon leur état ?,git status,git log,git show,git branch,Git,easy,git_basics,Web Dev & IA Quiz
Que signifie un fichier untracked dans Git ?,Git ne le suit pas encore,Il est déjà commité,Il est supprimé du dépôt distant,Il est fusionné,Git,easy,git_basics,Web Dev & IA Quiz
Que signifie staged dans Git ?,Préparé pour le prochain commit,Déjà envoyé sur GitHub,Ignoré par Git,Supprimé localement,Git,medium,git_basics,Web Dev & IA Quiz
Que signifie modified dans git status ?,Le fichier suivi a changé depuis le dernier commit,Le fichier n'existe plus,Le fichier est forcément sur GitHub,Le fichier est ignoré,Git,easy,git_basics,Web Dev & IA Quiz
Quelle commande affiche le détail d'un commit précis ?,git show,git inspect,git detail,git open,Git,medium,git_basics,Web Dev & IA Quiz
Quelle commande liste les fichiers ignorés si elle est bien utilisée avec options ?,git status --ignored,git ignored,git list-ignore,git show ignored,Git,medium,git_basics,Web Dev & IA Quiz
À quoi sert un dépôt Git local ?,À stocker l'historique du projet sur la machine,À héberger automatiquement le site,À remplacer GitHub,À compiler le code,Git,easy,git_basics,Web Dev & IA Quiz
Pourquoi faire des commits réguliers ?,Pour garder un historique clair et revenir en arrière plus facilement,Pour éviter d'écrire du code,Pour supprimer les branches,Pour rendre le projet privé,Git,easy,git_basics,Web Dev & IA Quiz
Qu'est-ce qu'un hash de commit ?,Un identifiant unique de commit,Un nom de branche,Un mot de passe GitHub,Un fichier ignoré,Git,medium,git_basics,Web Dev & IA Quiz
Pourquoi écrire un message de commit clair ?,Pour comprendre rapidement l'intention du changement,Pour accélérer l'exécution du code,Pour éviter les conflits automatiquement,Pour créer une branche distante,Git,easy,git_basics,Web Dev & IA Quiz
Quel risque existe avec des commits trop gros ?,Ils sont difficiles à relire et à annuler proprement,Git les refuse toujours,Ils ne peuvent pas être poussés,Ils suppriment l'historique,Git,medium,git_basics,Web Dev & IA Quiz
Quel est le rôle de .gitignore ?,Indiquer les fichiers à ne pas suivre avec Git,Supprimer les fichiers du disque,Envoyer les fichiers sur GitHub,Créer des branches,Git,easy,git_basics,Web Dev & IA Quiz
Quelle commande liste les branches locales ?,git branch,git branches,git list branch,git show-branches,Git,easy,git_branches,Web Dev & IA Quiz
Quelle commande change de branche avec la syntaxe moderne ?,git switch nom_branche,git move nom_branche,git branch nom_branche,git go nom_branche,Git,easy,git_branches,Web Dev & IA Quiz
Quelle commande crée une nouvelle branche et s'y place ?,git switch -c nom_branche,git branch -go nom_branche,git checkout-new nom_branche,git create nom_branche,Git,medium,git_branches,Web Dev & IA Quiz
Quelle ancienne commande permet aussi de changer de branche ?,git checkout nom_branche,git move nom_branche,git go nom_branche,git open nom_branche,Git,medium,git_branches,Web Dev & IA Quiz
À quoi sert une branche Git ?,À isoler un travail sans modifier directement une autre branche,À supprimer l'historique,À remplacer un commit,À ignorer des fichiers,Git,easy,git_branches,Web Dev & IA Quiz
Quelle branche est souvent utilisée comme branche principale moderne ?,main,master-only,production-local,root,Git,easy,git_branches,Web Dev & IA Quiz
Pourquoi créer une branche pour une fonctionnalité ?,Pour travailler sans casser la branche principale,Pour rendre le code plus rapide,Pour éviter les commits,Pour supprimer les conflits,Git,easy,git_branches,Web Dev & IA Quiz
Quelle commande supprime une branche locale déjà fusionnée ?,git branch -d nom_branche,git delete nom_branche,git remove branch nom_branche,git branch --erase nom_branche,Git,medium,git_branches,Web Dev & IA Quiz
Quelle option force la suppression d'une branche locale ?,-D,-F,--force-delete-only,--remove-hard,Git,medium,git_branches,Web Dev & IA Quiz
Que signifie être sur une branche dans Git ?,Les commits créés avanceront cette branche,Les fichiers deviennent automatiquement publics,Le dépôt distant disparaît,Les commits sont interdits,Git,medium,git_branches,Web Dev & IA Quiz
Quelle commande affiche les branches avec la branche active marquée ?,git branch,git status --branches-only,git active,git current-branch,Git,easy,git_branches,Web Dev & IA Quiz
Quel risque existe si on travaille directement sur main en équipe ?,Casser plus facilement la branche principale partagée,Empêcher tous les commits,Supprimer GitHub,Créer un dépôt local vide,Git,medium,git_branches,Web Dev & IA Quiz
Qu'est-ce qu'une branche de feature ?,Une branche dédiée à une fonctionnalité,Une branche créée par GitHub automatiquement pour chaque fichier,Une branche sans commits,Une branche uniquement distante,Git,easy,git_branches,Web Dev & IA Quiz
Quelle commande permet de voir la branche active via status ?,git status,git current,git where,git active-branch,Git,easy,git_branches,Web Dev & IA Quiz
Pourquoi nommer clairement les branches ?,Pour comprendre le travail en cours,Pour accélérer les tests,Pour éviter toute fusion,Pour créer des tags,Git,easy,git_branches,Web Dev & IA Quiz
Quel nom de branche est le plus lisible pour corriger un bug de login ?,fix/login-error,branch1,test-new-new,final-version,Git,easy,git_branches,Web Dev & IA Quiz
Que se passe-t-il si on crée une branche depuis un mauvais point de départ ?,Elle peut contenir ou manquer des commits inattendus,Git refuse toujours la création,La branche devient distante,Le dépôt est supprimé,Git,hard,git_branches,Web Dev & IA Quiz
Quelle bonne pratique avant de créer une branche depuis main ?,Mettre main à jour,Supprimer main,Faire un commit vide,Renommer main,Git,medium,git_branches,Web Dev & IA Quiz
Que signifie une branche divergente ?,La branche locale et la branche distante ont des commits différents,La branche est vide,La branche est ignorée,La branche est forcément supprimée,Git,hard,git_branches,Web Dev & IA Quiz
Pourquoi éviter trop de branches longues non fusionnées ?,Elles deviennent difficiles à maintenir et à fusionner,Git les supprime automatiquement,Elles empêchent les commits,Elles deviennent des tags,Git,hard,git_branches,Web Dev & IA Quiz
Quelle plateforme est souvent utilisée pour héberger des dépôts Git ?,GitHub,Google Drive,Figma,Notion,Git,easy,git_remote_github,Web Dev & IA Quiz
Quelle commande copie un dépôt distant en local ?,git clone,git copy,git download,git import,Git,easy,git_remote_github,Web Dev & IA Quiz
Quelle commande envoie les commits locaux vers le dépôt distant ?,git push,git upload,git send,git publish-only,Git,easy,git_remote_github,Web Dev & IA Quiz
Quelle commande récupère et fusionne les changements distants ?,git pull,git download,git fetch-only-merge-no,git receive,Git,easy,git_remote_github,Web Dev & IA Quiz
Quelle commande récupère les informations du distant sans fusionner ?,git fetch,git pull --no-merge,git download-only,git remote-read,Git,medium,git_remote_github,Web Dev & IA Quiz
Que désigne souvent origin ?,Le nom par défaut du dépôt distant principal,La branche principale,Le premier commit,Le dossier .git,Git,easy,git_remote_github,Web Dev & IA Quiz
Quelle commande liste les dépôts distants configurés ?,git remote -v,git remotes,git origin list,git distant,Git,medium,git_remote_github,Web Dev & IA Quiz
Quelle commande ajoute un dépôt distant nommé origin ?,git remote add origin URL,git origin add URL,git add remote origin URL,git connect origin URL,Git,medium,git_remote_github,Web Dev & IA Quiz
Pourquoi faire git pull avant de pousser dans certains cas ?,Pour intégrer les changements distants récents,Pour supprimer les commits locaux,Pour éviter d'écrire un message,Pour créer une branche,Git,medium,git_remote_github,Web Dev & IA Quiz
Que signifie pousser une branche pour la première fois avec upstream ?,Associer la branche locale à une branche distante,Supprimer la branche locale,Fusionner automatiquement main,Créer un tag,Git,hard,git_remote_github,Web Dev & IA Quiz
Quelle commande pousse souvent une branche et définit son upstream ?,git push -u origin nom_branche,git push origin --track-only nom_branche,git upstream push nom_branche,git remote branch push -u,Git,medium,git_remote_github,Web Dev & IA Quiz
Qu'est-ce qu'une Pull Request sur GitHub ?,Une proposition de fusion discutée et relue,Une commande Git locale,Un fichier ignoré,Un type de commit,Git,easy,git_remote_github,Web Dev & IA Quiz
Pourquoi utiliser une Pull Request en équipe ?,"Pour relire, commenter et valider avant fusion",Pour éviter tout commit,Pour remplacer les tests,Pour supprimer les branches,Git,easy,git_remote_github,Web Dev & IA Quiz
Que signifie merge une Pull Request ?,Intégrer ses changements dans la branche cible,Supprimer le dépôt,Annuler les commits,Créer un fichier .gitignore,Git,easy,git_remote_github,Web Dev & IA Quiz
Pourquoi protéger la branche main sur GitHub ?,Pour éviter des modifications directes non validées,Pour empêcher tous les clones,Pour supprimer les PR,Pour rendre Git local obligatoire,Git,medium,git_remote_github,Web Dev & IA Quiz
Que peut indiquer un check rouge dans une Pull Request ?,Un test ou contrôle automatique a échoué,La branche est forcément supprimée,GitHub est hors ligne,Le commit est trop petit,Git,medium,git_remote_github,Web Dev & IA Quiz
Pourquoi relire les fichiers modifiés dans une PR ?,Pour vérifier la qualité et éviter les erreurs avant fusion,Pour accélérer le push,Pour créer une branche locale,Pour vider l'historique,Git,easy,git_remote_github,Web Dev & IA Quiz
Quelle différence existe entre Git et GitHub ?,"Git est l'outil de versioning, GitHub héberge et facilite la collaboration",GitHub remplace Git localement,Git est uniquement une interface web,Il n'y a aucune différence,Git,easy,git_remote_github,Web Dev & IA Quiz
Pourquoi éviter de commiter des secrets sur GitHub ?,Ils peuvent être exposés à d'autres personnes,GitHub les chiffre toujours automatiquement,Ils sont ignorés automatiquement,Ils deviennent inutilisables,Git,hard,git_remote_github,Web Dev & IA Quiz
Quel fichier peut aider à documenter un projet sur GitHub ?,README.md,Gemfile.lock,package-lock.json,routes.rb,Git,easy,git_remote_github,Web Dev & IA Quiz
