question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3,category,difficulty,source
"Dans « Call Of Duty : Zombies », quel est le nom de l'arbalète Pack-A-Punched ?",Affreux Lawton,Longinus,V-R11,Prédateur,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quelle est la forme du jouet inventé par le professeur hongrois Ernő Rubik ?,Cube,Sphère,Cylindre,Pyramide,Connaissances générales,easy,Open Trivia DB
Quelle couleur obtient-on en mélangeant du noir et du blanc ?,Gris,Noir,Brun,Blanc,Art,easy,Open Trivia DB
Quelle est la capitale des États-Unis d'Amérique ?,Washington D.C,Seattle,Albany,Los Angeles,Géographie,easy,Open Trivia DB
"Dans un orchestre, quel est le membre le plus grave de la famille des cuivres ?",Tuba,Trombone,Contrebasse,Basson,Divertissement : Musique,easy,Open Trivia DB
Sous lequel des régimes suivants le Brésil était-il une ancienne colonie ?,Portugal,Espagne,Les Pays-Bas,France,Histoire,easy,Open Trivia DB
Laquelle de ces armes ou équipements existe dans Counter Strike mais pas dans Counter Strike : Source ?,Bouclier tactique,Cocktail Molotov,MP5 Marine,TMP,Divertissement : Jeux vidéo,easy,Open Trivia DB
Qui est le personnage principal du jeu Half-Life : Opposing Force ?,Adrian Shephard,Gordon Freeman,Alyx Vance,Barney Calhoun,Divertissement : Jeux vidéo,easy,Open Trivia DB
Qui est le chanteur principal du groupe pop rock britannique Coldplay ?,Chris Martin,Jonny Buckland,Guy Berryman,Will Champion,Divertissement : Musique,easy,Open Trivia DB
Combien de cartes contient un jeu de cartes standard ?,52,32,40,64,Connaissances générales,easy,Open Trivia DB
Quels jeux Grand Theft Auto (GTA) ont le même univers ?,GTA V et GTA San Andreas,GTA V et GTA Vice City,GTA IV et GTA San Andreas,GTA IV et GTA Vice City,Divertissement : Jeux vidéo,easy,Open Trivia DB
Qui est le premier méchant dans le jeu Spyro original ?,Gnasty Gnorc,Ripto,Sorcière,Cynder,Divertissement : Jeux vidéo,easy,Open Trivia DB
En quelle année le jeu de rôle sur table « Deadlands » est-il sorti ?,1996,2003,1999,1993,Divertissement : Jeux de société,easy,Open Trivia DB
"Où a vu le jour la première organisation connue de défense des droits des lesbiennes aux États-Unis, les Filles de Bilitis ?",San Francisco,New York,Chicago,Los Angeles,Histoire,easy,Open Trivia DB
Comment s'appelle la race extraterrestre du jeu « Lego Racers 2 » ?,Ramas,Slizers,Roboriders,Turagas,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quel train britannique ne dépasse PAS les 200 km/h ?,Sprinter,Classe 43,Javelot,Pendolino,Véhicules,easy,Open Trivia DB
Laquelle des factions suivantes n'est pas présente dans le jeu The Division de Tom Clancy ?,CDC,Nettoyeurs,Bataillon du dernier homme,Rikers,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quel est le nom du chanteur du groupe de metal Megadeth ?,Dave Mustaine,Rob Halford,Vince Neil,James Hetfield,Divertissement : Musique,easy,Open Trivia DB
"George Orwell a écrit ce livre, souvent considéré comme une critique du contrôle gouvernemental.",1984,Le Vieil Homme et la Mer,L'Attrape-cœurs,Ne tirez pas sur l'oiseau moqueur,Divertissement : Livres,easy,Open Trivia DB
Combien de saisons a compté la série télévisée de science-fiction « Stargate Universe » ?,2,10,5,3,Divertissement : Télévision,easy,Open Trivia DB
Quel super-héros est connu pour sa super vitesse ?,Éclair,Superman,Batman,Spiderman,Divertissement : Bandes dessinées,easy,Open Trivia DB
Combien de Länder compte l'Allemagne ?,16,13,32,25,Géographie,easy,Open Trivia DB
Qui a succédé à Joseph Staline à la tête de l'Union soviétique ?,Nikita Khrouchtchev,Lavrentiy Beria,Viatcheslav Molotov,Georgy Malenkov,Histoire,easy,Open Trivia DB
"Le kakapo est un grand perroquet nocturne incapable de voler, originaire de quel pays ?",Nouvelle-Zélande,Afrique du Sud,Australie,Madagascar,Animaux,easy,Open Trivia DB
Au cours de quelle guerre les bombardements atomiques d'Hiroshima et de Nagasaki ont-ils eu lieu ?,La Seconde Guerre mondiale,Première Guerre mondiale,Guerre russo-japonaise,Première guerre sino-japonaise,Histoire,easy,Open Trivia DB
"Dans le premier jeu de la franchise Sly Cooper, quel héritage familial Sly Cooper voulait-il récupérer ?",Raton laveur voleur,Formation des ratons laveurs 101,L'art de la furtivité,Raton laveur Teachus,Divertissement : Jeux vidéo,easy,Open Trivia DB
Que signifie GPS ?,Système de positionnement global,Système personnel global,Système de positionnement général,Satellite personnel général,Science : Gadgets,easy,Open Trivia DB
"Quelle série télévisée mettait en scène des femmes âgées nommées Blanche, Rose, Dorothy et Sophia ?",Les Golden Girls,Acclamations,Les Années Merveilleuses,Liens familiaux,Divertissement : Télévision,easy,Open Trivia DB
Qu'est-ce qui donne leur couleur verte à la plupart des feuilles des plantes ?,Chlorophylle,réfraction de la lumière,pigments naturels,rayonnement UV,Science et nature,easy,Open Trivia DB
Quel pays a remporté la Coupe du Monde de la FIFA 2018 organisée en Russie ?,France,Croatie,Belgique,Angleterre,Sportif,easy,Open Trivia DB
Dans quel pays Joseph Staline est-il né ?,Géorgie,Russie,Allemagne,Pologne,Histoire,easy,Open Trivia DB
"Dans le film Pixar « Toy Story », quel était le nom de l'enfant qui possédait les jouets ?",Andy,Édouard,Danny,Mat,Divertissement : Dessins animés et animation,easy,Open Trivia DB
À quel moment de la saga se situe « Rogue One : A Star Wars Story » ?,Entre l'épisode 3 et 4,Après l'épisode 6,Avant l'épisode 1,Entre l'épisode 4 et l'épisode 5,Divertissement : Film,easy,Open Trivia DB
Quelle est la nationalité de D.Va d'Overwatch ?,coréen,japonais,Chinois,vietnamien,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quel pays arbore une feuille d'érable sur son drapeau ?,Canada,Mexique,Brésil,Inde,Géographie,easy,Open Trivia DB
Quels sont les noms des Ice Climbers dans le jeu vidéo Ice Climber ?,Popo et Nana,Popo et Nina,Papi et Nana,Papi et Nina,Divertissement : Jeux vidéo,medium,Open Trivia DB
Lequel des quatre premiers titres de la franchise « Grand Theft Auto » a inauguré la série de couvertures iconiques ornées d'une grille d'images ?,Grand Theft Auto III,Grand Theft Auto,Grand Theft Auto II,Grand Theft Auto Vice City,Divertissement : Jeux vidéo,medium,Open Trivia DB
Qui est le cofondateur du service de streaming musical Spotify ?,Daniel Ek,Sean Parker,Felix Miller,Michael Breidenbruecker,Connaissances générales,medium,Open Trivia DB
Quel est l'animal le plus rapide ?,Faucon pèlerin,Aigle royal,Guépard,Taon,Animaux,medium,Open Trivia DB
Qui était Premier ministre du Royaume-Uni pendant la majeure partie de la Seconde Guerre mondiale ?,Winston Churchill,Neville Chamberlain,Harold Macmillan,Edward Heath,Histoire,medium,Open Trivia DB
"Dans Overwatch, quel est le nom complet de Lúcio ?",Lúcio Correia Dos Santos,Lúcio Luiz Lós Guilherme,Lúcio João Lucas,Lúcio Chupar Prima,Divertissement : Jeux vidéo,medium,Open Trivia DB
Combien de dents de lait un enfant humain possède-t-il au total ?,20,10,15,25,Science et nature,medium,Open Trivia DB
Quand est sorti le premier Star Wars : Battlefront II ?,31 octobre 2005,18 décembre 2004,21 novembre 2006,9 septembre 2007,Divertissement : Jeux vidéo,medium,Open Trivia DB
Quel pays produit environ 40 % de la vanille mondiale ?,Madagascar,Indonésie,Chine,Mexique,Connaissances générales,medium,Open Trivia DB
Quel devait être le nom original du personnage Kirby ?,Popopo,Dedede,Waddle Dee,Prince Puff,Divertissement : Jeux vidéo,medium,Open Trivia DB
En quelle année McDonald's a-t-il été fondé ?,1955,1964,1951,1947,Connaissances générales,medium,Open Trivia DB
Que représentent les 4 anneaux du logo Audi ?,constructeurs automobiles auparavant indépendants,États dans lesquels Audi réalise le plus de ventes,Principales villes vitales pour Audi,Pays dans lesquels Audi réalise le plus de ventes,Véhicules,medium,Open Trivia DB
Quelle société a développé le MMO Spiral Knights (2011) ?,Modèle à trois anneaux,Sega,Arts électroniques,Double amende,Divertissement : Jeux vidéo,medium,Open Trivia DB
Laquelle de ces chansons ne figure PAS sur l'album des Beatles « Sgt. Pepper's Lonely Hearts Club Band » ?,Des champs de fraises pour toujours,Ça va mieux,Réparer un trou,Lucy dans le ciel avec des diamants,Divertissement : Musique,medium,Open Trivia DB
Quelle est la capitale de l'État du Dakota du Sud ?,Pierre,Sioux Falls,Rapid City,Watertown,Géographie,medium,Open Trivia DB
"La chanson des Beatles de 2023, « Now and Then », est tirée d'une démo inachevée enregistrée par quel Beatle ?",John Lennon,Paul McCartney,George Harrison,Ringo Starr,Divertissement : Musique,medium,Open Trivia DB
"Dans quelle université travaillent les personnages de « The Big Bang Theory », M. Wolowitz et les docteurs Cooper, Hofstadter et Koothrappali ?",Caltech,UCLA,MIT,UC Berkeley,Divertissement : Télévision,medium,Open Trivia DB
De quelle ville est originaire le producteur de rap américain DJ Khaled ?,Miami,New York,Détroit,Atlanta,Divertissement : Musique,medium,Open Trivia DB
Quelle est la demi-vie de l'uranium 235 ?,703 800 000 ans,4 300 400 000 ans,1 260 900 000 ans,L'uranium-235 est un isotope stable.,Science et nature,medium,Open Trivia DB
"Dans « World of Warcraft », quel dragon apparaît sous les traits humains de Lord Victor Nefarius ?",Néfarian,Néfarius,Neltharion,Néfaran,Divertissement : Jeux vidéo,medium,Open Trivia DB
Marvel vs Capcom 2 : New Age of Heroes est sorti en quelle année ?,2000,2001,2003,1998,Divertissement : Jeux vidéo,medium,Open Trivia DB
Que sont les ready-mades de Marcel Duchamp ?,objets utilitaires élevés au rang d'art,une série axée sur la couleur et la lumière plutôt que sur la ligne et la forme,tableaux avec un carré aux contours à peine visibles,un groupe de boîtes en acier identiques qui font saillie du mur,Art,medium,Open Trivia DB
Quel dieu ou déesse grec(que) a jeté une pomme d'or portant l'inscription « à la plus belle » au milieu du festin des dieux ?,Éris,Enfers,Arès,Artémis,Mythologie,medium,Open Trivia DB
Quel studio a produit Cowboy Bebop ?,Lever du soleil,Os,Maison de fous,Pierriot,Divertissement : Anime et manga japonais,medium,Open Trivia DB
"Qui a remporté le Grand Prix de Saint-Marin 1994, la course au cours de laquelle Ayrton Senna a trouvé la mort ?",Michael Schumacher,Nicola Larini,Gerhard Berger,Mika Häkkinen,Sportif,medium,Open Trivia DB
"Saul Hudson (Slash), du groupe Guns N' Roses, est connu pour jouer de quel type de guitare ?",Les Paul Standard,Fender Stratocaster,LsL Bâtard,Gretsch Falcon,Divertissement : Musique,medium,Open Trivia DB
Combien de consoles Wii ont été vendues dans le monde ?,101 630 000,67 000 000,148 000 000,80 000 000,Divertissement : Jeux vidéo,medium,Open Trivia DB
Dans quel pays se sont déroulés les Jeux olympiques d'été de 1992 ?,Espagne,Russie,Corée,USA,Connaissances générales,medium,Open Trivia DB
Lequel des pays suivants est une île ?,Chypre,Azerbaïdjan,Le Salvador,Djibouti,Géographie,medium,Open Trivia DB
Quel a été le premier jeu Call of Duty à inclure le mode de jeu Zombies ?,Call of Duty : Guerre mondiale,Call of Duty Black Ops,Call of Duty : Modern Warfare 2,Call of Duty : Black Ops III,Divertissement : Jeux vidéo,medium,Open Trivia DB
Laquelle de ces chansons ne figure pas sur l'album « sans titre » de Led Zeppelin ?,Journée de célébration,Escalier vers le ciel,Chien noir,Rock and Roll,Divertissement : Musique,medium,Open Trivia DB
Quelle est la langue nationale officielle du Pakistan ?,ourdou,indien,Punjabi,Pachtoune,Géographie,medium,Open Trivia DB
En quelles années s'est déroulée la bataille de Gallipoli ?,1915 - 1916,1914 - 1918,1914 - 1915,1915 - 1918,Histoire,medium,Open Trivia DB
"Dans la franchise « Halo », dans quel pays se situe New Mombasa ?",Kenya,Inde,Turquie,Slovaquie,Divertissement : Jeux vidéo,medium,Open Trivia DB
Quel pays était dirigé par le dictateur Augusto Pinochet entre 1973 et 1990 ?,Chili,Ethiopie,Indonésie,Nicaragua,Politique,medium,Open Trivia DB
"Dans Overwatch, quel âge a Reinhardt Wilhelm ?",61,59,65,62,Divertissement : Jeux vidéo,medium,Open Trivia DB
"Quelle est la fameuse réplique de Vaas dans ""Far Cry 3"" ?",Vous ai-je déjà donné la définition de la folie ?,Ai-je échoué à vous divertir ?,Tu es ma pute !,Peut-être que la meilleure solution serait d'y aller doucement.,Divertissement : Jeux vidéo,medium,Open Trivia DB
"Dans le MMORPG « Realm of the Mad God », quelle classe est réputée pour avoir la défense la plus élevée possible ?",Le Chevalier,Le Magicien,L'archer,Le Guerrier,Divertissement : Jeux vidéo,medium,Open Trivia DB
Dans quel film de 1973 Yul Brynner joue-t-il un cow-boy robotique qui dysfonctionne et se lance dans une tuerie ?,Westworld,Fuyez,Androïde,Les Terminators,Divertissement : Film,medium,Open Trivia DB
"Dans Terraria, que ne laisse pas tomber le Mur de Chair lorsqu'il est vaincu ?",Pioche,Marteau-pilon,Lame briseuse,Fusil laser,Divertissement : Jeux vidéo,medium,Open Trivia DB
De combien de notes différentes est composée la mélodie « Song of Healing » dans « The Legend of Zelda : Majora's Mask » ?,3,4,1,6,Divertissement : Jeux vidéo,medium,Open Trivia DB
"Combien d'Esprits des Étoiles sauvez-vous dans le jeu vidéo ""Paper Mario"" sur Nintendo 64 ?",7,5,10,12,Divertissement : Jeux vidéo,medium,Open Trivia DB
Qui a inventé le pastafarisme ?,Bobby Henderson,Éric Tignor,Bill Nye,Zach Soldi,Connaissances générales,medium,Open Trivia DB
Laquelle de ces factions n'est PAS une faction terroriste dans Counter-Strike (2000) ?,Milice du Midwest,Phoenix Connection,Équipe d'élite,Guérilla,Divertissement : Jeux vidéo,medium,Open Trivia DB
Quelle navette spatiale de la NASA s'est désintégrée lors de sa rentrée atmosphérique le 1er février 2003 ?,Colombie,Challenger,Découverte,Effort,Science et nature,medium,Open Trivia DB
"Le docteur John R. Brinkley, un escroc, a acquis une grande renommée et une immense fortune au début des années 1900 en proposant quel service ?",greffe de testicules de chèvre,transfusion de sang de porc,transplantation hépatique bovine,implants mammaires de Turquie,Histoire,medium,Open Trivia DB
La comédie musicale « Dirty Rotten Scoundrels » se déroule dans quel pays ?,France,USA,Allemagne,Suède,Divertissement : Comédies musicales et théâtres,medium,Open Trivia DB
En quelle année la série « L'Agence tous risques » a-t-elle été diffusée pour la première fois aux États-Unis et au Royaume-Uni ?,1983,1981,1985,1987,Divertissement : Télévision,medium,Open Trivia DB
Laquelle de ces installations n'était pas présente à bord du Titanic ?,salle de malaise,bain turc,Chenil,court de squash,Histoire,medium,Open Trivia DB
Laquelle de ces chansons n'est PAS sortie dans les années 90 ?,« Je veux tout » de Queen,« Vogue » de Madonna,"""On ne peut pas arrêter ce qu'on a commencé"" de Bryan Adams",« Le roi des vœux pieux » par Go West,Divertissement : Musique,medium,Open Trivia DB
Quel est le plus grand pays musulman du monde ?,Indonésie,Pakistan,Arabie Saoudite,L'Iran,Géographie,medium,Open Trivia DB
"Sur la pochette d'« Abbey Road », lequel des Beatles ne porte pas de chaussures ?",Paul McCartney,Ringo Starr,John Lennon,George Harrison,Divertissement : Musique,medium,Open Trivia DB
Qui a écrit le livre « Fahrenheit 451 » ?,Ray Bradbury,R. L. Stine,Wolfgang Amadeus Mozart,Stephen King,Divertissement : Livres,medium,Open Trivia DB
Quel est l'avantage introduit dans la carte « Mob Of The Dead » de « Call Of Duty : Zombies » ?,Cerise électrique,Réanimation rapide,Vulture Aid,Pierre tombale,Divertissement : Jeux vidéo,medium,Open Trivia DB
Dans quel jeu Mario le Méga Champignon a-t-il fait sa première apparition ?,Mario Party 4,Nouveau Super Mario Bros.,Mario Kart Wii,Monde 3D de Super Mario,Divertissement : Jeux vidéo,medium,Open Trivia DB
Combien de dents possède en moyenne une bouche adulte (sans compter les dents de sagesse) ?,32,36,20,28,Science et nature,medium,Open Trivia DB
"La bataille de la Somme, pendant la Première Guerre mondiale, a eu lieu dans quel pays ?",France,Allemagne,Italie,Autriche,Histoire,medium,Open Trivia DB
En quelle année le Texas a-t-il fait sécession du Mexique ?,1836,1838,1845,1844,Histoire,medium,Open Trivia DB
Quels ont été les deux premiers jeux Pokémon sortis ?,Rouge et vert,Rouge et bleu,Vert et bleu,Rouge et jaune,Divertissement : Jeux vidéo,medium,Open Trivia DB
Montréal se trouve dans quelle province canadienne ?,Québec,Ontario,Nouvelle-Écosse,Alberta,Géographie,medium,Open Trivia DB
